Text,Label 
"I forgot that pewdiepie's fandom is a majority white people ðŸ˜’.\n IF ðŸ‘ YOU'RE ðŸ‘ WHITE ðŸ‘ DONT ðŸ‘ TELL ðŸ‘ POC ðŸ‘ HOW ðŸ‘ THEY ðŸ‘ SHOULD ðŸ‘ FEEL ðŸ‘. Our ancestors paid for that word with their own blood, so poc today can use it how ever we want. You cannot tell us how we should feel. Y'all are disgusting for backing up your problematic fave and I'm pretty sure he did this before. Pewdiepie is canceled.",NORMAL 
And this could in all honestly become a good thing for you. You sit on a platform where you could really educate people especially when so many of your fans seem to think it's okay to be said. Really learn about the history of the word and come back to us if you can because you could really help educate people and that's powerful.,NORMAL 
What the hell is wrong with everyone who's talking badly about him he said the word by accident it's ok pewdiepie you're super cool we all love you the people who are here and supporting youðŸ˜Šâ¤ï¸,NORMAL 
"OK guys i get that the word was once used as a demeaning term and that the history of that word will never change, yes pewds fucked up but still it quite obviously wasn't his intention to use the word in a racist way. And those people overreacting are making it easier for toxic media influencers  to fuck every single content creator because they are blowing this out of proportion, pewds is not a racist.",NORMAL 
pewdiepie had nothing to be sorry about.  everybody who is mad at him need to get their head out of their ass and get over themselves.  or maybe when a black person makes an offensive remark about a white person i should call them racist and see how they like it.  turn about is fair play.,NORMAL 
I think other YouTube's who are hatting at him are just jealous that he is bigger than them. I think yes it was wronge for him to say it but common give this guy a break ok I have heard this word said by black people daily if they can say it why can't white people why so sensitive. I am Indian and have heard Sooo much rasisum from every body including black and white people. This is outrageous I am pissed and not happy u can clearly see he was hyped up at the time when he said this can't u actually just support him and understand that he is a human as well,NORMAL 
"Oh no you're famous so theyre take this outta proportion, keemstar and idubbz didnt get attacked by media just because theyre smaller",NORMAL 
Y'all will forgive him for anything lol,NORMAL 
i think its funny how he said one word and all of the sudden its the end of the world i get it words hurt but you all need to grow up honestly because i can say this the fact that you get offended by a word is dissapointing like seriously theres so much worse one youtube but no one does anything about that grow up!! and at least he had the decency to own up to what you did he said this to everyone in the entire world lets you get on camara and apologize infront of millions of people i bet you cant do it..,NORMAL 
"I am not angry at you at all.  And you shouldn't have to apologize.  The way I see it, if it's such a bad word then NO ONE should be using it.  Not just white people.  I support you Pewds!",NORMAL 
"HUMANS MAKE MISTAKES\n\nIF YOU HAVENT MADE THEM, YOU ARENT HUMAN.",NORMAL 
I like how when other people say these things its fine but when a famous person says this everyone loses their heads,NORMAL 
"Its just a word, calm down",NORMAL 
"lets be honest here guys, we all have let the word slip before... cmon now lol, we are confronted with the word on tv, music, shows, friends, cmon now we have all let it slip atleast once....  lets not front",NORMAL 
To the people saying that since black people say it why does it matter if another race says it this is one of many reasons why our society is shit now. It doesn't matter if black says it that doesn't justify other groups using the term shit like that doesn't just slip out that's the worst word you can think of ? It's scary how dumb a lot of people are in these comments we've got a lot of work to do America. Some of your reasoning validation his reasoning for using the word is ridiculous. #SMD,NORMAL 
"So humble! It's ok Pewds, u didn't mean to cause the drama that crowds try to create. U are a good example to your fans.",NORMAL 
ðŸ‘ˆ watch by clicking here people's are entertaining,NORMAL 
"Listen listen, it's not up to white people to judge or criticize you for what you said, the word you said it's a offensive slang to black people if anyone has the right to be offended is them. So, please , people on the comments, stop saying it's just a word or I feel offended for them . Let them say what they think about what happened.",NORMAL 
What did he say??,NORMAL 
If your not black you have no right to say that word point blank period,NORMAL 
I'm white ok I don't know if it really is offensive at all. BUT HOW THE FUCK DOES HIM SAYING THIS AFFECT YOU AT ALL. He didn't say anything about someone trying to be mean to them. Y'all need to chill.,NORMAL 
Sticks and Stones may break my bones but words will never hurt me,NORMAL 
Don't apologize. Political correctness is the newspeak word for leftist censorship.  All these media outlets just trying to bring you down solely because you seem to be somewhat right winged. The fucking Wall Street Journal tried the same thing few months ago and they failed lmao,NORMAL 
Social justice warriors need to chill,NORMAL 
"As a Black American, I don't think it's that big of a deal. I haven't even seen the clip but from what I've heard and from what I know about Pewds from watching him for years, I can conclude it wasn't meant to be offensive. Lots of the time the word is used now (or its variants), it's not meant to be racist or worth getting offended over. Although, I don't get why people have this weird obsession with saying it. While context does matter, regardless, it's a word with a shitty history and unnecessary to use. When people have a fixation with the word it weirds me out and makes me think they're closet racists. Do people think it's edgy or something? (I'm talking primarily about nigger, not nigga because that word has a totally different connotation)",NORMAL 
"If u are really sorry, donate money to africa that you got from making this video.",NORMAL 
"Poods, irrespective of your intentions (which I genuinely believe are pure and not hateful), you are a public face and voice and what you say and do influences others greatly. It's really disappointing to see that you still struggle to really respect the influence you have on YouTube and to your 57 million audience. I hope you wake the fuck up and stop this shit because you're a good, entertaining guy who really is and should be better than this. I hope you turn things around bro. Be more woke.",NORMAL 
It's okay manðŸ‘ŒðŸ‘Œ,NORMAL 
"Weird, my thumbs up doesn't stay. Could it be corrupted YouTube again?",NORMAL 
"The day nobody cares about the word is the day it loses its power over people. Don't try to tell me that I'm only saying this because I don't UNDERSTAND. I DO. People have been slaughtered before, Countries have been Defiled AND ENSLAVED.. USED AS PROSTITUTES. NOT ONLY YOU... WHY DO I FEEL LIKE YOU GUYS ARE LETTING THIS N WORD STILL ENSLAVE YOU?",NORMAL 
"honestly I don't care I won't let the word overpower me, I always will care about you pewdie!",NORMAL 
It's ok Felix.,NORMAL 
Power is the disease.Â  Care is the cure.Â  Keep caring for yourself and others as best as you can.Â  This is life.,NORMAL 
20 likes and Iâ€™ll eat a pickle,NORMAL 
How many sorrys can one say and still be able to be a part of YouTube,NORMAL 
Real life racism in the world<Guy says dum shit on a video game..,NORMAL 
"Hi Felix. As an newly subscriber and a fan, I didn't see the bit your apologizing for on your channel but heard the douchebag Sargon of Akkad (not a fan) mentioned it on his channel, where he's clearly stating that it's more then ok to use that particular word if one is not a racist and actually said it multiple times. You clarly have more integrity and a higher moral character then he has and as a Albanien-Swed, am verry proud of you for apologizing. Big UP Brah!",NORMAL 
"You are basically the face of YouTube. For someone who has woken up from a coma since before YouTube was around you'd be the first thing they'd know about YouTube. I know you have all this pressure under your shoulders because if you say anything wrong, it would be like the YouTube logo walked on stage and said: Fuck off! \n\nIt's hard to control how you are and speak, I know it, and I feel bad for you. You didn't have to apologize, as you said nigger to a yellow fucking blob, but you did.",NORMAL 
All these people that are saying you should say what ever you want are also trump supporters.,NORMAL 
Pewd you don't have anything to apologize for... it's just a word,NORMAL 
"Thank you for apologizing pewds, i haven't lost respect for you",NORMAL 
lol its just a word,NORMAL 
Everyone makes mistakes.,NORMAL 
Nice kaws statues dude,NORMAL 
https://youtu.be/XBJtNAhVLag,NORMAL 
Food for thought everybody: https://www.youtube.com/watch?v=IzloFCxX7HQ,NORMAL 
AdamsÄ±n,NORMAL 
It's okay pewds,NORMAL 
Love ya Felix,NORMAL 
What if I wanna unlock my phone while in the bed in the dark,NORMAL 
I've said it once and I'll say it again: I only sniff poop not eat it!,NORMAL 
I couldâ€™ve sworn we asked for group FaceTime call .,NORMAL 
What if you are wearing sunglasses?,NORMAL 
So many people wana see face id security flaw.....,NORMAL 
ðŸ‘ˆ watch by clicking on icon people's are entertaining,NORMAL 
I ll still buy an iphone 6s coz it hs headphone jack and finger print sensor,NORMAL 
I'm just not impressed,NORMAL 
Looks outdated with the chrome.,NORMAL 
Still made in China,NORMAL 
Let time and technology turned iPhone X cheaper. For now I'll settle down with my secondhanded 6s. I have skipped 7 anyway and definitely won't buy 8.,NORMAL 
How are Chinese going to secure their phones???,NORMAL 
"The phone itself looks pretty great but it isn't worth the $1,000. I'd say wait a while before buying it so the price can lower. By March next year it's probably gonna be the same price as the IPhone 7 is now.",NORMAL 
"1,000 ?! . No thank you . Great phone tho . You know how many things I can buy with that",NORMAL 
"I'm not an apple fan, had iPhones for years in the past before being overcome with boredom stemming from the stagnant design and underwhelming yearly reveals. Currently loving on my gorgeous s8 plus, HOWEVER, the iPhone X is absolutely beautiful, and for the first time in years I'm actually kind of excited about an apple product. Also can't wait to see how Samsung responds, competition means better products for consumers. Nice work apple:)",NORMAL 
"Xcuse me, what was the price again?",NORMAL 
What if it's to dark to recognise youre face how do you unlock it?,NORMAL 
Damn I wonder how much longer until we're looking like futuristic movie,NORMAL 
Apple doing a good job copying Samsung but whatever happened to being innovative? This is just overpriced android with an apple logo.,NORMAL 
Anyone else appreciate their 6/6s more now?,NORMAL 
I donâ€™t really like the no home button :(( I like Touch ID more then this face id,NORMAL 
"When Google did face unlock several years ago, the entire tech press dismissed it as a gimmick. Now it is the best thing since sliced bread.",NORMAL 
Those prices though....I'll stay with my zte .,NORMAL 
"I feel like with no home button, you're constantly going to accidentally open the 4 apps at the bottom of the screen.",NORMAL 
"iPhones are for cool hip people, and Samsungs/androids are for fob immigrants and old people, that's what I've noticed",NORMAL 
YAS Can't wait to get it! I just need to sell my kidney so I can afford iPhone X :D,NORMAL 
People here at work think this phone is the best phone ever made and no other phone has the features it will have.....I sit and listen o them at the lunch table browsing YouTube on my S8 smiling.  :),NORMAL 
why did they get rid of the button smh,NORMAL 
NSA loves Apple users the most.,NORMAL 
"BOUT TIME APPLE!! Been rocking iPhone since the start. Nothing has changed, FINALLY SOMETHING GREAT!",NORMAL 
No thank you! I'm stuck with the last pos they sold.,NORMAL 
"I remember when Apple was the innovator, every one of those features is available on my Samsung 8. They should've just copied the infinity display too...would've made it look much nicer.",NORMAL 
"This phone reminded me of the iphone 3gs, so glad that i got my S8+ for $775",NORMAL 
techrax is gonna be so happy ðŸ˜‚ðŸ˜‚ðŸ˜,NORMAL 
What if its night? Face recognition huh?,NORMAL 
The copy of the Samsung 8,NORMAL 
how do you go from 8 to 10,NORMAL 
Stealing not having a home button just like the Samsung galaxy s8,NORMAL 
That's the 8 the iPhone x is different,NORMAL 
"If Apple never named their iPhones with an s and numbered it like Air Jordan shoes every year, the iPhone X would have been released last year. Now after releasing 14 different iPhone models, it's confusing having an 8 and 10 but no 9.\n\nThis is what Apple should have done without s naming.. \n\n2007 - iPhone\n2008 - iPhone II instead of 3G\n2009 - iPhone III instead of 3Gs\n2010 - iPhone IV \n2011 - iPhone V instead of 4s\n2012 - iPhone VI instead of 5\n2013 - iPhone VII instead of 5s\n2014 - iPhone VIII instead of 6\n2015 - iPhone IX instead of 6s\n2016 - iPhone X instead of 7\n2017 - iPhone XI instead of 8 & X\n\nOnly the first iPhone and iPhone 4 were named properly. Poor iPhone 9 and 7 doesn't get an s model. Next year, remove the numerics and refer to it only as iPhone the same way the numerics no longer exist for iPads or a MacBook.",NORMAL 
If you look at the top you can see the camera they're using to film the iPhone is seeing the IR blasts coming from the sensor.,NORMAL 
No home button? *laughs in Android*,NORMAL 
just wait ... I'll sell my kidney n bay it .ðŸ’”ðŸ˜‚,NORMAL 
"#Apple have released another #Chinese clone it seems. Taking the last 3 years #tech already seen and throwing it into a device twice the price. I haven't seen any #groundbreaking moves from #Apple for many years now, even the computers are being #owned by competitors.",NORMAL 
xbox one x most powerfull console + iphone x= love,NORMAL 
Someone help me buy this phone. ... anyone?  Come on millionaires & billionaires can anyone help me,NORMAL 
It looks like a Samsung,NORMAL 
5.8 inches X is larger the iPhone 8 is 5.5 inches ! The 8 has the button,NORMAL 
I Done! I'm going back to flip phones! Where can I buy a Motorola RAZR?,NORMAL 
"Face recognition is the most stupid thing ever imo. I can get into my S5 just as fast, and with way more simplicity with my pattern lock. And is it just me or does that look like a past display screen, it's the complete opposite of an infinity screen and looks ugly.",NORMAL 
"apple claims this is the first OLED screen which is good enough for the iPhone..... but it's a lesser screen to the S8 and G6.... and the claim is bullshit, the thing about this good enough stuff is about profit margins....",NORMAL 
You guys are Giving more reasons to swich back to iphone.,NORMAL 
"The phone looks cool on the front but the back and sides look awful, especially with that glass back and how the camera lip is like the Iphone 6 (Not smooth) and not like the Iphone 7 (smooth).",NORMAL 
Android has done this already not original,NORMAL 
"Now without a charging port, you're still gonna buy it tho",NORMAL 
If I could only afford one...,NORMAL 
"*Has features flagship Android phones have had for YEARS such as wireless charging, face unlock, etc. \n\n*Still, hilariously, convinces people that it's revolutionary and is worth over a $1,000\n\nApple - you are brilliant lol",NORMAL 
"I wanted a better phone, if I wanted a camera I would have bought a Nikon.",NORMAL 
They should have put the fingerprint scanner on the apple logo on the back of the phone.,NORMAL 
Im gonna buy it just because im gonna get better snap chat filters smh ðŸ˜¤,NORMAL 
Didn't the 7 just come out...,NORMAL 
wow tf copy samsung much ðŸ˜‚,NORMAL 
Absolutely beautiful but wtf apple?! 1000 dollars??? Xpensive,NORMAL 
Tmobile JUMP,NORMAL 
*highkey copied on the Samsung 8..*,NORMAL 
Samsung is better,NORMAL 
iPhone Xpensive!,NORMAL 
what happened to iPhone 9????,NORMAL 
DONT BUY IT,NORMAL 
wut happened with 9,NORMAL 
they copied meizu haha,NORMAL 
no headphone jack?,NORMAL 
South Korea still wins.,NORMAL 
samsung galaxy 9 already copy this lol,NORMAL 
Battery?,NORMAL 
wtf 1000$ welp aint gettin this anytime soon im not rich,NORMAL 
What about 7s,NORMAL 
Did you mean: Samsung Galaxy S8,NORMAL 
â–ˆâ–¬â–ˆ â–ˆ â–€â–ˆâ–€  Apple Iphone X Amazing @@@,NORMAL 
here is my review\n\n\n\n\noverpriced smartphone,NORMAL 
$1000....\n*Nope.*,NORMAL 
Copy s8,NORMAL 
Oooooh looks breakable good thang it's 800 dallars,NORMAL 
where is techrax,NORMAL 
Wtf happened to the iPhone 9?,NORMAL 
https://youtu.be/VASywEuqFd8,NORMAL 
s8 knock off,NORMAL 
"Did samsung make this? Nevermind that would be an insult to samsung and there amazing design team. Android has had these features for years, nothing new. Even the Samsung Galaxy s3 had the feature to unlock your phone with your face years ago. Nothing new invented here with Apple.",NORMAL 
Nothing's scarier than a guy replying to every comment with an advertisement for his channel.,NORMAL 
Jacksfilms = sarcasm comedian,NORMAL 
"IdiÃ³ta, iphone majmolÃ³ barmok!!!!!!",NORMAL 
Iphone x imbibing and review  https://youtu.be/mkZihjq3BF8,NORMAL 
Congrats on getting this on Trending John.,NORMAL 
What happened to iphone 9?,NORMAL 
Ahahah lmao,NORMAL 
This is priceless,NORMAL 
#2 on trending,NORMAL 
True true,NORMAL 
hiii,NORMAL 
5TH ON TRENDING,NORMAL 
The 1000$ Emoji Machine\nOMFG the cringe,NORMAL 
Most disappointing Apple event ever,NORMAL 
This guy is HILARIOUS!,NORMAL 
There goes The spondsor,NORMAL 
Summed up perfectly,NORMAL 
Absolutely brilliant. You've outdone yourself Jack :),NORMAL 
MAKE MORE PARODIES,NORMAL 
"Animoji Movie, Coming 2018!",NORMAL 
This video was awesome lol,NORMAL 
Apple: The Emoji Machine now with fidget spinner emojis  (whispering) we being payed by Sony to advertise the fidget spinners movie (whispering)\nBy the way you forgot to include you can buy  at least 20 SNES minis.,NORMAL 
This is awesome. 1:20 XDDDDDDDDD,NORMAL 
A DEMENTOR LMAO,NORMAL 
Freakin 1000.00 cosplay simulator,NORMAL 
"I've never been prouder, been a subber for like 3 years, and this video got on one of our newssites.",NORMAL 
THIS IS SO TRUE OMG ðŸ˜‚ðŸ˜‚ðŸ˜‚,NORMAL 
ðŸ‘ˆ watch by clicking here you can see People's are entertaining,NORMAL 
*JACK LITERALLY  JUST COMMENTED ON MY LAST VIDEO* I'm crying right now ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜¢ðŸ˜¢ðŸ˜¢,NORMAL 
How's it feel to be #5 on trending?,NORMAL 
Thank you for your life juice,NORMAL 
4th video on trending is about all the great things about the apple x and 5th video on trending is this dissing it out like the crap it is,NORMAL 
Should have waited until the tenth iPhone to call it the X,NORMAL 
This video reminds me of my sister because I think of her in penguin costumes & clumsy. & She said similar things back in the day like with that webpage.,NORMAL 
 This is what Steve would have wanted.\n\n\n\n\n\nProbably.,NORMAL 
"clickbait. i was expecting a parody, not the real thing reuploaded",NORMAL 
Yo Jack. This video was just shown on a news show in the netherlands!! So cool. You're great.,NORMAL 
Wuahaha it comes with 2 colors you cant and afford it ðŸ˜‚,NORMAL 
I hope apple loses money cause after the iPhone 6'its all been shit,NORMAL 
JUST GOT BACK FROM 5TH GRADE CAMP,NORMAL 
You're only paying for the company Samsung is way better than Apple,NORMAL 
I honestly thought I was the only one and that was like are they serious it's official people only buy iPhones for the name iPhone because they don't have anything to offer it's nothing it's full of crap what I don't understand what the hell is that,NORMAL 
Maybe this is just a marketing plot by HBO to get more people to watch GOT between seasons...,NORMAL 
Jack speaks the truth,NORMAL 
This is actually the original,NORMAL 
"i'm a simple person, i see an Iphone video, i click",NORMAL 
thank you \n\n\n\n\n\ni hate apple and i was thinking of this kinda idea lol,NORMAL 
No more using your phone while charging,NORMAL 
That was pretty hilarious but also accurate that's why I stick with android because Apple is so damn expensive.,NORMAL 
Always intriguing to me to see how some people get so upset over other people's choice of phone.,NORMAL 
the best accurate description of  those apple products. :),NORMAL 
So thanks apple now I'm confused did they just release the IPhone 8 and 10 at the same time making one obsolete also what's with these software companies and they're hatred of the number 9?!?,NORMAL 
Here in India an iPhone X 64 Gb will cost $1369....,NORMAL 
Gaming pc that allows me to play games in 4k...or phone that allows me to watch games in 4k with a black bar...such a hard decision,NORMAL 
I really wanna get that emoji machine..,NORMAL 
"lol the dementor part, cracks me up.",NORMAL 
This is the quality content I subscribed for,NORMAL 
you said it wrong its: 3 switches and its 2 games,NORMAL 
Steve jobs vision was to sell stuff and make money not change the world.,NORMAL 
"Pay $1,000 or $1,200 for the 256GB, and not even getting half the full screen experience of a galaxy S8 or S8+. With lower resolution, a notch that blocks your view, and no hard press home button.",NORMAL 
"You know  you'll buy it. We'll all buy it. Damn you Apple! But seriously why buy an iPhone 8 when it's almost exactly like an iPhone 7 but slight with 2 more nucleus. Save money for iPhone X or better yet , save your money and in 2 more years the price will drop enough to buy it, after the new iPhone XI, XII, XII, XX come out.",NORMAL 
"Do you know what really grinds my gears? The iPhone X in America costs $999, which should be about Â£760, but they still charge Â£999.",NORMAL 
Ever since Steve jobs passed away Iphone has gone to shit.  Iphones use to be sooo good. Like seriously wireless charging now? Samsung implemented it 2 generation ago with the S6 lmao xD,NORMAL 
u should get rid the parody,NORMAL 
man i wants this phone so bad but i can't afford it ðŸ˜‚ðŸ˜‚,NORMAL 
my local radio station played an audio clip from your video,NORMAL 
"â€œI told Nintendo that Switch wouldnâ€™t be a success before it went on sale because I thought that in the age of the smartphone no one would carry around a game console,â€\n -Tsunekazu Ishihara",NORMAL 
they made it so easy for you hahaha emoji machine,NORMAL 
Where was the parody?,NORMAL 
"the dementor part was so funny, me me proud boy jack",NORMAL 
Ohohoho he said it *laughing like a walrus* ðŸ˜‚,NORMAL 
I just got a redbull ad of 2 iphones being abandoned by their owners.\n\n\n\n\nI have a feeling they're gonna have some company soon.,NORMAL 
"Hi ! I work for a famous french media called MinuteBuzz , we have more than 4 million people on Facebook (https://www.facebook.com/profile.php?id=268418679283&ref=ts&fref=ts)\n\nWe love your video and we would like to post it on our Facebook page HERO \n\nWould you be cool with that ? \n\nOf course we will mention your page in the post description. \n\nBest regards.",NORMAL 
"is about ego, status and power.",NORMAL 
It has 2 colors u cant afford it ðŸ˜‚ðŸ˜‚ðŸ˜‚,NORMAL 
Wow this was really informative and enlightening. Thank you Jack.,NORMAL 
Lel he said nothing about iPhone 8 he's just like (it's completely different  see now it's 800$),NORMAL 
SHUT UP AND TAKE MY KIDNEY!,NORMAL 
He used the real video at times!,NORMAL 
This is accurate as fuck and i love it XD,NORMAL 
"Hhaha funny video, loved it! Check it out or video that shows the funniest memes and tweets about the iphone x: https://goo.gl/KwXRVr",NORMAL 
Ohohohohohoh hoho ohhoh oh *clap clap* he said it is the culmination here.,NORMAL 
Who here remembers when Jack did parodies once a week not once a year?,NORMAL 
I would rather buy a brand new PC,NORMAL 
ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,NORMAL 
HEY CAN I BORROW YOUR DONGLE?,NORMAL 
Me me big trending.,NORMAL 
FILM TUBE new Channel ðŸ’‹ðŸ’‹â¥â¥â¥ðŸ‘«ðŸ’˜ðŸ˜»ðŸ’‹ðŸ’‹,NORMAL 
man I love this video,NORMAL 
I'll take the 3 switches and 2 games please,NORMAL 
Now that apple has our fingerprints it was the right time to collect our faces id too...thank you Apple. \nCan't wait to donate my liver for the next gen of IPhone and drop a few blood drops to safe unlock it. Keep up the good work!,NORMAL 
"Aw man this is brilliant\n\n\n\n\nThe emoji machine, not your video, JOHN.",NORMAL 
I'm sure I speak for everyone when I say the wait is tearing me apart.,NORMAL 
https://youtu.be/XBJtNAhVLag,NORMAL 
This looks like another masterpiece!!! Bravo..tommy approved #theroom,NORMAL 
check it out https://www.youtube.com/watch?v=h9gngMJvMYk,NORMAL 
this looks so cool,NORMAL 
This is sooo cool,NORMAL 
oh hai doggy,NORMAL 
Oh hi mark,NORMAL 
Chip chip chip chip chip,NORMAL 
Holy shit Franco nails it,NORMAL 
Someone watched the nostalgia critic lmao,NORMAL 
Hi doggy,NORMAL 
â€ªSUBSCRIBE PLEASE! https://m.youtube.com/#/channel/UCSvj6wYBjUtG81hI9M04yOQâ€¬,NORMAL 
Beautiful,NORMAL 
the last scene lmao,NORMAL 
CANT WAIT!!!,NORMAL 
yeeeeeeesssssssssssssssssss!,NORMAL 
BEST MOVIE EVER!!!,NORMAL 
I am so excited.,NORMAL 
Boyutiful,NORMAL 
ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–,NORMAL 
http://formoneyonly.com/?refer=64120,NORMAL 
ðŸŒŸBEHIND THE SCENEðŸŒŸðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®https://youtu.be/1Xtkkb8Hfw8,NORMAL 
2:10 does not disappoint,NORMAL 
00:18,NORMAL 
This...this looks beautiful,NORMAL 
omfg LETS GOO already,NORMAL 
I did nooooooot,NORMAL 
OH HAI MARK????,NORMAL 
This actually looks cool xd,NORMAL 
And Seth Rogen AS..... Seth Rogen,NORMAL 
ðŸ‘ˆ watch by clicking here you can see People's are entertaining,NORMAL 
Why does the guy with long hair look like John Mayer,NORMAL 
Power is the disease.Â  Care is the cure.Â  Keep caring for yourself and others as best as you can.Â  This is life.,NORMAL 
"This looks like a great video, but after you are done would you be kind enough to check out my new YouTube channel and give me some feedback? Maybe even subscribing? :)",NORMAL 
2B or not 2B? ...\n\n..where did I park my flying Mercedes?,NORMAL 
I want to watch this??????,NORMAL 
Been waiting since Greg's book came out -- I'm so excited.,NORMAL 
"Next thing you know, Tommy Wiseau is on stage accepting best picture",NORMAL 
hey friends please subscribe to my channel,NORMAL 
James does that voice SO FUCKING WELL. Holy shit.,NORMAL 
How Did This Get Made: The Room: The Movie. Yes yes yes yes and yes.,NORMAL 
"wish it was a original story with tommy, instead of him having to remember his earlier project, it's almost like this film is making fun of his work.",NORMAL 
He does the voice so good,NORMAL 
I don't know if I have seen anything more spot on in my life,NORMAL 
"Great trailer, I could not be more excited for this movie! Also, anyone know the song name?",NORMAL 
At first I didn't like it but that voice grew on me,NORMAL 
The greatest movie about the greatest movie.,NORMAL 
A24 doesn't disappoint.All there movie I seen was good,NORMAL 
James Franco could earn an Oscar nomination for this !,NORMAL 
Can't believe my video 10 Kittens 1st Day Outside has over 2 million views now! \nGo check it out and hit that subscribe button!  xoxo Sarina ðŸ˜Š \n\nhttps://youtu.be/DcJk32AJckg,NORMAL 
Still can't believe that the original movie was made in 2005.,NORMAL 
"Justice League, Thor, and Star Wars be damned, THIS is my most anticipated upcoming movie",NORMAL 
I have never been more excited for a film.,NORMAL 
I hope to see the Vampire finale in some sort.,NORMAL 
Insert the room quote here ðŸ‘‡ðŸ»,NORMAL 
Anyone know the song that starts at 0:42? Thx,NORMAL 
I really wanna watch this!,NORMAL 
I totally can't wait to see this movie! James Franco does a good job as Tommy Wiseau!,NORMAL 
"This is the thing to see this year, man. That is all.  If you don't want to, you just don't get it.",NORMAL 
What's the song name?,NORMAL 
I really want to see some kind of video of Wiseau responding to this movie xD,NORMAL 
"Why didn't they hire Greg as himself AND DON'T TELL ME THEY WANT A GOOD ACTOR INSTEAD, *THEY HIRED DAVE FRANCO* oh hai Seth kan vee cas mi lithel brader ?",NORMAL 
"Having seen the original, it's going to be so much fun. Please, everyone, see The Room before seeing this",NORMAL 
"Damn, James Franco is soooo good!! Sounds exactly like the real guy!",NORMAL 
"These brothers seem like best friends, wish I could be close to my brother but the sad thing is I don't have one",NORMAL 
It's Harry guys he's Spiderman best friend,NORMAL 
imagine what if James Franco get nominated for the Oscar for this role,NORMAL 
Wouldn't it be the most ironic thing ever if this movie gets James Franco an Oscar nomination?,NORMAL 
Can't wait to see this in December! Definitely see Oscar nominations coming.,NORMAL 
I think I prefer the Room itself,NORMAL 
the book was a true literary masterpiece. just like the movie The Room,NORMAL 
name of song is ACE MARINO - COMMUNICATION,NORMAL 
Damn he's so accurate,NORMAL 
"After seeing the teaser, I was a little concerned about James Franco's accent, but not anymore! That was SPOT ON. This looks fantastic (and not just because of the accent). I cannot wait to see this!",NORMAL 
This is a great fake trailer!!,NORMAL 
His performance looks so much better than in the teaser.,NORMAL 
You'll never be famous in a million years!\n\nBut after that? Holy shit that's such a good quote,NORMAL 
Maybe Johnny is vampire. We'll see.,NORMAL 
Best remake ever!,NORMAL 
oH hi MaRk,NORMAL 
"He has it all, Good look Many frends and also maybe Jonny is Vampyre",NORMAL 
Can't wait for this! It seems like a modern Ed Wood.,NORMAL 
It did not take a bunch of tries for Tommy to get his lines right. This movie is already gonna he inaccurate and terrible.,NORMAL 
WATCH IT IF YOU LOVE WATCHING FILMS ::  https://youtu.be/zMgekuJ8rx4,NORMAL 
"Hi, if your reading this, I just want you to have a good day. I have a small channel with very few subscribers, but I'll really appreciate it if you gave my videos a chance. Sorry to bother you",NORMAL 
I LOVE THIS MOVIE SO MUCH ðŸ˜³ðŸ˜³ â¤ï¸,NORMAL 
Hey guys I hope you are having a great day and are excited about this movie!!! From a small youtuber who dreams of making it big!!,NORMAL 
Release this movie now!!!! why we have to wait till december?! im fed up with this world,NORMAL 
TEN OUTTA TEN\nIF THIS DOESN'T WIN AN OSCAR I SWEAR TO FUCKING GOD,NORMAL 
Trailer reaction https://youtu.be/PkRuJTuJ75I reaction,NORMAL 
I think the room would have been a better movie if Johnny was a vampire,NORMAL 
ðŸ‘ˆ watch by clicking on icon you can see People's are entertaining,NORMAL 
4:30 the universe itself is comparable to the human brain. Google keyword search: images: universe + neuron,NORMAL 
I can't believe he was a doctor,NORMAL 
